r_model	r_value	combinations	p_value	p_model
{Brannmark_JBC2010}	0.7884615384999999	1_9_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.8447802198000001	1_9_16_08	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.0	2_1_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.0	2_1_10_14	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.0	2_1_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.0	2_1_16_08	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.9928963513	2_6_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.2067226891	2_6_10_14	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.5796418473	2_6_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.8045525903	2_6_16_08	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.9900193174	2_7_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.2012171182	2_7_10_14	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.5976676385	2_7_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.767982018	2_7_16_08	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.9957901554	2_8_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.1740828804	2_8_10_14	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.5009775171	2_8_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.6955439945999999	2_8_16_08	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.9481961147	2_9_08_06	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.2696185883	2_9_10_14	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.7055988986	2_9_12_10	0	{alexander2010_fig2-user}
{Brannmark_JBC2010}	0.8659532526	2_9_16_08	0	{alexander2010_fig2-user}
{Bruno_JExpBio2016}	0.0	1_1_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	1_1_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	1_1_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	1_1_16_08	0	{Leber2015}
{Bruno_JExpBio2016}	0.0929035635	1_6_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	1_6_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.0091071566	1_6_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	1_6_16_08	0	{Leber2015}
{Bruno_JExpBio2016}	0.0868359901	1_7_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.0056965783	1_7_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.008712654200000001	1_7_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.0130920624	1_7_16_08	0	{Leber2015}
{Bruno_JExpBio2016}	0.0386502066	1_8_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	1_8_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	1_8_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.010787413700000002	1_8_16_08	0	{Leber2015}
{Bruno_JExpBio2016}	0.28581652280000003	1_9_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.0128156017	1_9_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.0218597555	1_9_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.0384134465	1_9_16_08	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	2_1_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	2_1_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	2_1_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.0	2_1_16_08	0	{Leber2015}
{Bruno_JExpBio2016}	0.1832836163	2_6_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.0599364055	2_6_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.0901765428	2_6_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.1048228346	2_6_16_08	0	{Leber2015}
{Bruno_JExpBio2016}	0.1953590755	2_7_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.061653351900000014	2_7_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.0973862684	2_7_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.1138956224	2_7_16_08	0	{Leber2015}
{Bruno_JExpBio2016}	0.0580423646	2_8_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.0208198933	2_8_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.0275929372	2_8_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.0296103391	2_8_16_08	0	{Leber2015}
{Bruno_JExpBio2016}	1.0	2_9_08_06	0	{Leber2015}
{Bruno_JExpBio2016}	0.2139198554	2_9_10_14	0	{Leber2015}
{Bruno_JExpBio2016}	0.3678121223	2_9_12_10	0	{Leber2015}
{Bruno_JExpBio2016}	0.4528382113	2_9_16_08	0	{Leber2015}
{Chen_MSB2009}	0.0	1_1_08_06	93	{Bungay2003}
{Chen_MSB2009}	0.0	1_1_10_14	93	{Bungay2003}
{Chen_MSB2009}	0.0	1_1_12_10	93	{Bungay2003}
{Chen_MSB2009}	0.0	1_1_16_08	93	{Bungay2003}
{Chen_MSB2009}	0.1163326257	1_6_08_06	93	{Bungay2003}
{Chen_MSB2009}	0.0383546368	1_6_10_14	93	{Bungay2003}
{Chen_MSB2009}	0.0387787379	1_6_12_10	93	{Bungay2003}
{Chen_MSB2009}	0.0489603683	1_6_16_08	93	{Bungay2003}
{Chen_MSB2009}	0.1277425619	1_7_08_06	93	{Bungay2003}
{Chen_MSB2009}	0.0453203726	1_7_10_14	93	{Bungay2003}
{Chen_MSB2009}	0.044983015300000005	1_7_12_10	93	{Bungay2003}
{Chen_MSB2009}	0.0548319256	1_7_16_08	93	{Bungay2003}
{Chen_MSB2009}	0.0557260066	1_8_08_06	93	{Bungay2003}
{Chen_MSB2009}	0.0246914254	1_8_10_14	93	{Bungay2003}
{Chen_MSB2009}	0.0235418825	1_8_12_10	93	{Bungay2003}
{Chen_MSB2009}	0.0269296765	1_8_16_08	93	{Bungay2003}
{Chen_MSB2009}	0.3444806381	1_9_08_06	93	{Bungay2003}
{Chen_MSB2009}	0.0667918035	1_9_10_14	93	{Bungay2003}
{Chen_MSB2009}	0.0726680153	1_9_12_10	93	{Bungay2003}
{Chen_MSB2009}	0.0944635061	1_9_16_08	93	{Bungay2003}
{Chen_MSB2009}	0.0	2_1_08_06	93	{Bungay2003}
{Chen_MSB2009}	0.0	2_1_10_14	93	{Bungay2003}
{Chen_MSB2009}	0.0	2_1_12_10	93	{Bungay2003}
{Chen_MSB2009}	0.0	2_1_16_08	93	{Bungay2003}
{Chen_MSB2009}	0.1805021615	2_6_08_06	93	{Bungay2003}
{Chen_MSB2009}	0.0834405637	2_6_10_14	93	{Bungay2003}
{Chen_MSB2009}	0.0837189859	2_6_12_10	93	{Bungay2003}
{Chen_MSB2009}	0.1039029609	2_6_16_08	93	{Bungay2003}
{Chen_MSB2009}	0.2208656614	2_7_08_06	93	{Bungay2003}
{Chen_MSB2009}	0.0883564398	2_7_10_14	93	{Bungay2003}
{Chen_MSB2009}	0.0952066436	2_7_12_10	93	{Bungay2003}
{Chen_MSB2009}	0.1089736799	2_7_16_08	93	{Bungay2003}
{Chen_MSB2009}	0.0640857913	2_8_08_06	0	{Bungay2003}
{Chen_MSB2009}	0.0338337153	2_8_10_14	0	{Bungay2003}
{Chen_MSB2009}	0.0354418446	2_8_12_10	0	{Bungay2003}
{Chen_MSB2009}	0.0429055418	2_8_16_08	0	{Bungay2003}
{Chen_MSB2009}	1.0	2_9_08_06	0	{Bungay2003}
{Chen_MSB2009}	0.3822416647	2_9_10_14	0	{Bungay2003}
{Chen_MSB2009}	0.2463640322	2_9_12_10	0	{Bungay2003}
{Chen_MSB2009}	0.4152477064	2_9_16_08	0	{Bungay2003}
{Crauste_CellSystems2017}	0.0	1_1_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.0	1_1_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.0	1_1_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.0	1_1_16_08	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.9734093067	1_6_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.3242986712	1_6_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.6663055255	1_6_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.8473408653	1_6_16_08	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	1.0	1_7_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.4472076789	1_7_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.6527276586999999	1_7_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.8226324237999999	1_7_16_08	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.9909764744	1_8_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.2799016931	1_8_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.590437788	1_8_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.7388274868000001	1_8_16_08	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.8933759442	1_9_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.4766702837	1_9_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.7884615384999999	1_9_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.8447802198000001	1_9_16_08	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.0	2_1_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.0	2_1_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.0	2_1_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.0	2_1_16_08	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.9928963513	2_6_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.2067226891	2_6_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.5796418473	2_6_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.8045525903	2_6_16_08	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.9900193174	2_7_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.2012171182	2_7_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.5976676385	2_7_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.767982018	2_7_16_08	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.9957901554	2_8_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.1740828804	2_8_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.5009775171	2_8_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.6955439945999999	2_8_16_08	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.9481961147	2_9_08_06	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.2696185883	2_9_10_14	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.7055988986	2_9_12_10	0	{alexander2010_fig2-user}
{Crauste_CellSystems2017}	0.8659532526	2_9_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.0	1_1_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.0	1_1_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.0	1_1_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.0	1_1_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.9734093067	1_6_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.3242986712	1_6_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.6663055255	1_6_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.8473408653	1_6_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	1.0	1_7_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.4472076789	1_7_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.6527276586999999	1_7_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.8226324237999999	1_7_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.9909764744	1_8_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.2799016931	1_8_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.590437788	1_8_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.7388274868000001	1_8_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.8933759442	1_9_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.4766702837	1_9_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.7884615384999999	1_9_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.8447802198000001	1_9_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.0	2_1_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.0	2_1_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.0	2_1_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.0	2_1_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.9928963513	2_6_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.2067226891	2_6_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.5796418473	2_6_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.8045525903	2_6_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.9900193174	2_7_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.2012171182	2_7_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.5976676385	2_7_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.767982018	2_7_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.9957901554	2_8_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.1740828804	2_8_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.5009775171	2_8_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.6955439945999999	2_8_16_08	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.9481961147	2_9_08_06	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.2696185883	2_9_10_14	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.7055988986	2_9_12_10	0	{alexander2010_fig2-user}
{Elowitz_Nature2000}	0.8659532526	2_9_16_08	0	{alexander2010_fig2-user}
{Fiedler_BMC2016}	0.0	1_1_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.0	1_1_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.0	1_1_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.0	1_1_16_08	0	{Lai2014}
{Fiedler_BMC2016}	0.1285935931	1_6_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.074232909	1_6_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.0061050326	1_6_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.0093240618	1_6_16_08	0	{Lai2014}
{Fiedler_BMC2016}	0.2020651083	1_7_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.0936424176	1_7_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.034698451	1_7_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.0249887382	1_7_16_08	0	{Lai2014}
{Fiedler_BMC2016}	0.1074571773	1_8_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.0418309424	1_8_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.005615966700000001	1_8_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.0	1_8_16_08	0	{Lai2014}
{Fiedler_BMC2016}	1.0	1_9_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.1611427526	1_9_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.1074637338	1_9_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.0491643114	1_9_16_08	0	{Lai2014}
{Fiedler_BMC2016}	0.0	2_1_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.0	2_1_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.0	2_1_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.0	2_1_16_08	0	{Lai2014}
{Fiedler_BMC2016}	0.274263246	2_6_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.1305475771	2_6_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.0524321991	2_6_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.0404698989	2_6_16_08	0	{Lai2014}
{Fiedler_BMC2016}	0.2411762692	2_7_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.10927732710000003	2_7_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.0538637389	2_7_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.0610850509	2_7_16_08	0	{Lai2014}
{Fiedler_BMC2016}	0.1109134419	2_8_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.0554035137	2_8_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.016970423999999998	2_8_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.0080125653	2_8_16_08	0	{Lai2014}
{Fiedler_BMC2016}	0.8049588665	2_9_08_06	0	{Lai2014}
{Fiedler_BMC2016}	0.3573965097	2_9_10_14	0	{Lai2014}
{Fiedler_BMC2016}	0.1583893523	2_9_12_10	0	{Lai2014}
{Fiedler_BMC2016}	0.1789479032	2_9_16_08	0	{Lai2014}
{Fujita_SciSignal2010}	0.0	1_1_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.0	1_1_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.0	1_1_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.0	1_1_16_08	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.9734093067	1_6_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.3242986712	1_6_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.6663055255	1_6_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.8473408653	1_6_16_08	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	1.0	1_7_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.4472076789	1_7_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.6527276586999999	1_7_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.8226324237999999	1_7_16_08	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.9909764744	1_8_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.2799016931	1_8_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.590437788	1_8_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.7388274868000001	1_8_16_08	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.8933759442	1_9_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.4766702837	1_9_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.7884615384999999	1_9_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.8447802198000001	1_9_16_08	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.0	2_1_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.0	2_1_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.0	2_1_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.0	2_1_16_08	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.9928963513	2_6_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.2067226891	2_6_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.5796418473	2_6_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.8045525903	2_6_16_08	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.9900193174	2_7_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.2012171182	2_7_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.5976676385	2_7_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.767982018	2_7_16_08	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.9957901554	2_8_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.1740828804	2_8_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.5009775171	2_8_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.6955439945999999	2_8_16_08	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.9481961147	2_9_08_06	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.2696185883	2_9_10_14	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.7055988986	2_9_12_10	0	{alexander2010_fig2-user}
{Fujita_SciSignal2010}	0.8659532526	2_9_16_08	0	{alexander2010_fig2-user}
{Hass_PONE2017}	0.0	1_1_08_06	0	{Leber2015}
{Hass_PONE2017}	0.0	1_1_10_14	0	{Leber2015}
{Hass_PONE2017}	0.0	1_1_12_10	0	{Leber2015}
{Hass_PONE2017}	0.0	1_1_16_08	0	{Leber2015}
{Hass_PONE2017}	0.0929035635	1_6_08_06	0	{Leber2015}
{Hass_PONE2017}	0.0	1_6_10_14	0	{Leber2015}
{Hass_PONE2017}	0.0091071566	1_6_12_10	0	{Leber2015}
{Hass_PONE2017}	0.0	1_6_16_08	0	{Leber2015}
{Hass_PONE2017}	0.0868359901	1_7_08_06	0	{Leber2015}
{Hass_PONE2017}	0.0056965783	1_7_10_14	0	{Leber2015}
{Hass_PONE2017}	0.008712654200000001	1_7_12_10	0	{Leber2015}
{Hass_PONE2017}	0.0130920624	1_7_16_08	0	{Leber2015}
{Hass_PONE2017}	0.0386502066	1_8_08_06	0	{Leber2015}
{Hass_PONE2017}	0.0	1_8_10_14	0	{Leber2015}
{Hass_PONE2017}	0.0	1_8_12_10	0	{Leber2015}
{Hass_PONE2017}	0.010787413700000002	1_8_16_08	0	{Leber2015}
{Hass_PONE2017}	0.28581652280000003	1_9_08_06	0	{Leber2015}
{Hass_PONE2017}	0.0128156017	1_9_10_14	0	{Leber2015}
{Hass_PONE2017}	0.0218597555	1_9_12_10	0	{Leber2015}
{Hass_PONE2017}	0.0384134465	1_9_16_08	0	{Leber2015}
{Hass_PONE2017}	0.0	2_1_08_06	0	{Leber2015}
{Hass_PONE2017}	0.0	2_1_10_14	0	{Leber2015}
{Hass_PONE2017}	0.0	2_1_12_10	0	{Leber2015}
{Hass_PONE2017}	0.0	2_1_16_08	0	{Leber2015}
{Hass_PONE2017}	0.1832836163	2_6_08_06	0	{Leber2015}
{Hass_PONE2017}	0.0599364055	2_6_10_14	0	{Leber2015}
{Hass_PONE2017}	0.0901765428	2_6_12_10	0	{Leber2015}
{Hass_PONE2017}	0.1048228346	2_6_16_08	0	{Leber2015}
{Hass_PONE2017}	0.1953590755	2_7_08_06	0	{Leber2015}
{Hass_PONE2017}	0.061653351900000014	2_7_10_14	0	{Leber2015}
{Hass_PONE2017}	0.0973862684	2_7_12_10	0	{Leber2015}
{Hass_PONE2017}	0.1138956224	2_7_16_08	0	{Leber2015}
{Hass_PONE2017}	0.0580423646	2_8_08_06	0	{Leber2015}
{Hass_PONE2017}	0.0208198933	2_8_10_14	0	{Leber2015}
{Hass_PONE2017}	0.0275929372	2_8_12_10	0	{Leber2015}
{Hass_PONE2017}	0.0296103391	2_8_16_08	0	{Leber2015}
{Hass_PONE2017}	1.0	2_9_08_06	0	{Leber2015}
{Hass_PONE2017}	0.2139198554	2_9_10_14	0	{Leber2015}
{Hass_PONE2017}	0.3678121223	2_9_12_10	0	{Leber2015}
{Hass_PONE2017}	0.4528382113	2_9_16_08	0	{Leber2015}
{Isensee_JCB2018}	0.0	1_1_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.0	1_1_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.0	1_1_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.0	1_1_16_08	0	{Leber2015}
{Isensee_JCB2018}	0.0929035635	1_6_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.0	1_6_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.0091071566	1_6_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.0	1_6_16_08	0	{Leber2015}
{Isensee_JCB2018}	0.0868359901	1_7_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.0056965783	1_7_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.008712654200000001	1_7_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.0130920624	1_7_16_08	0	{Leber2015}
{Isensee_JCB2018}	0.0386502066	1_8_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.0	1_8_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.0	1_8_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.010787413700000002	1_8_16_08	0	{Leber2015}
{Isensee_JCB2018}	0.28581652280000003	1_9_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.0128156017	1_9_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.0218597555	1_9_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.0384134465	1_9_16_08	0	{Leber2015}
{Isensee_JCB2018}	0.0	2_1_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.0	2_1_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.0	2_1_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.0	2_1_16_08	0	{Leber2015}
{Isensee_JCB2018}	0.1832836163	2_6_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.0599364055	2_6_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.0901765428	2_6_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.1048228346	2_6_16_08	0	{Leber2015}
{Isensee_JCB2018}	0.1953590755	2_7_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.061653351900000014	2_7_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.0973862684	2_7_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.1138956224	2_7_16_08	0	{Leber2015}
{Isensee_JCB2018}	0.0580423646	2_8_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.0208198933	2_8_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.0275929372	2_8_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.0296103391	2_8_16_08	0	{Leber2015}
{Isensee_JCB2018}	1.0	2_9_08_06	0	{Leber2015}
{Isensee_JCB2018}	0.2139198554	2_9_10_14	0	{Leber2015}
{Isensee_JCB2018}	0.3678121223	2_9_12_10	0	{Leber2015}
{Isensee_JCB2018}	0.4528382113	2_9_16_08	0	{Leber2015}
